Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),BACK_SPACE:Zone People Total Heating Rate [W](TimeStep),CORE_RETAIL:Zone People Total Heating Rate [W](TimeStep),POINT_OF_SALE:Zone People Total Heating Rate [W](TimeStep),FRONT_RETAIL:Zone People Total Heating Rate [W](TimeStep),FRONT_ENTRY:Zone People Total Heating Rate [W](TimeStep),BACK_SPACE:Zone Lights Total Heating Rate [W](TimeStep),CORE_RETAIL:Zone Lights Total Heating Rate [W](TimeStep),POINT_OF_SALE:Zone Lights Total Heating Rate [W](TimeStep),FRONT_RETAIL:Zone Lights Total Heating Rate [W](TimeStep),FRONT_ENTRY:Zone Lights Total Heating Rate [W](TimeStep),BACK_SPACE:Zone Electric Equipment Total Heating Rate [W](TimeStep),CORE_RETAIL:Zone Electric Equipment Total Heating Rate [W](TimeStep),POINT_OF_SALE:Zone Electric Equipment Total Heating Rate [W](TimeStep),FRONT_RETAIL:Zone Electric Equipment Total Heating Rate [W](TimeStep),BACK_SPACE:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),CORE_RETAIL:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),POINT_OF_SALE:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),FRONT_RETAIL:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),FRONT_ENTRY:Enclosure Windows Total Transmitted Solar Radiation Rate [W](TimeStep),BACK_SPACE:Zone Mean Air Temperature [C](TimeStep),CORE_RETAIL:Zone Mean Air Temperature [C](TimeStep),POINT_OF_SALE:Zone Mean Air Temperature [C](TimeStep),FRONT_RETAIL:Zone Mean Air Temperature [C](TimeStep),FRONT_ENTRY:Zone Mean Air Temperature [C](TimeStep),BACK_SPACE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),CORE_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),POINT_OF_SALE:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),FRONT_RETAIL:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),FRONT_ENTRY:Zone Thermostat Heating Setpoint Temperature [C](TimeStep),DISTRICT HEATING UTILITY:District Heating Water Rate [W](TimeStep),BACK_SPACE_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),CORE_RETAIL_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),POINT_OF_SALE_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),FRONT_RETAIL_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),FRONT_ENTRY_ERV_HX:Heat Exchanger Sensible Heating Rate [W](TimeStep),BACK_SPACE BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),BACK_SPACE BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),BACK_SPACE BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),BACK_SPACE BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),CORE_RETAIL BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),CORE_RETAIL BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),CORE_RETAIL BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),CORE_RETAIL BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),POINT_OF_SALE BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),POINT_OF_SALE BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),POINT_OF_SALE BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),POINT_OF_SALE BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),FRONT_RETAIL BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),FRONT_RETAIL BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),FRONT_RETAIL BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),FRONT_RETAIL BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),FRONT_ENTRY BASEBOARD HEATER:Baseboard Total Heating Rate [W](TimeStep),FRONT_ENTRY BASEBOARD HEATER:Baseboard Hot Water Mass Flow Rate [kg/s](TimeStep),FRONT_ENTRY BASEBOARD HEATER:Baseboard Water Inlet Temperature [C](TimeStep),FRONT_ENTRY BASEBOARD HEATER:Baseboard Water Outlet Temperature [C](TimeStep),HW CIRCULATING PUMP:Pump Mass Flow Rate [kg/s](TimeStep),HW SUPPLY OUTLET NODE:System Node Temperature [C](TimeStep),Electricity:Facility [J](TimeStep),DistrictHeatingWater:Facility [J](TimeStep),Fans:Electricity [J](TimeStep) 
 01/06  11:20:00,-14.333333333333334,196.2748643761302,6202.420410140482,584.4404973357016,584.4404973357016,46.512,1371.7189684800003,11714.6577633708,1103.84655612,1103.84655612,52.700064,1834.2784953453065,3093.0535691628934,1941.8079962306679,291.4516648617592,0.0,111.67333821799022,5241.299066293786,5241.299066293786,674.6005849927368,23.99970784011725,23.999461464004174,23.999125149608183,24.00080558538725,24.00164705321916,24.0,24.0,24.0,24.0,24.0,157551.45029895575,6820.977650108778,55588.03078917417,5249.620288062526,5249.986104627417,426.2390776424588,29949.298336247128,0.2443733084449567,54.631136162952046,25.331627476520264,94679.65066396473,0.8038567311168737,54.631136162952046,26.472899899993358,13229.724343103011,0.10541596097485298,54.631136162952046,24.62763906117322,14614.116333231146,0.11805941314580592,54.631136162952046,25.037427470948597,8094.836420526495,0.06317073589011837,54.631136162952046,23.99601549520127,1.3348761495726078,54.19166666666666,15732589.274544502,94530870.17937346,1179428.5714285716 
 01/06  11:30:00,-13.0,196.2748643761302,6202.420410140482,584.4404973357016,584.4404973357016,46.512,1371.7189684800003,11714.6577633708,1103.84655612,1103.84655612,52.700064,1834.2784953453065,3093.0535691628934,1941.8079962306679,291.4516648617592,0.0,121.43825227652937,5740.358068808658,5740.358068808658,738.833801095538,23.99951223060919,23.998422405753374,24.000840984220495,23.999810769861448,24.0061760322277,24.0,24.0,24.0,24.0,24.0,148878.15223913218,6822.707036433348,55596.43587672532,5250.348954082737,5250.749830902347,426.4697534497662,29420.131221483727,0.25277768148671453,53.27025745723321,25.44175372806029,88541.89439508849,0.7807879949038067,53.27025745723321,26.155878649428615,12497.225794582366,0.1040857911202807,53.27025745723321,24.56204538863103,13863.003958212685,0.11706172796429207,53.27025745723321,24.954616724102905,7745.769766622643,0.06327708393033743,53.27025745723321,24.001647053219155,1.3179902794054312,52.824999999999996,15659674.2117106,89326891.3434793,1179428.5714285716 
 01/06  11:40:00,-11.666666666666668,196.2748643761302,6202.420410140482,584.4404973357016,584.4404973357016,46.512,1371.7189684800003,11714.6577633708,1103.84655612,1103.84655612,52.700064,1834.2784953453065,3093.0535691628934,1941.8079962306679,291.4516648617592,0.0,124.36794523448773,5793.488195962663,5793.488195962663,745.6721063245603,23.999178834142114,24.00023003553232,23.99920415073327,23.99895569826139,23.995727490034064,24.0,24.0,24.0,24.0,24.0,144404.2105840288,6632.880991308858,54079.28530455274,5107.020467286603,5106.867931387704,414.8476282900641,29063.855749825605,0.2644145056983791,51.897950998693176,25.612893363620508,85382.13344116557,0.7932096220954581,51.897950998693176,26.157271361791057,11995.236377792531,0.10491714727938836,51.897950998693176,24.557648331122742,13372.700282069032,0.11872453660014848,51.897950998693176,24.9627879479065,7417.6416198039105,0.0635961280509946,51.897950998693176,24.006176032227696,1.3448619397243688,51.45833333333333,15663817.764041774,86642526.35041729,1179428.5714285716 
 01/06  11:50:00,-10.333333333333332,196.2748643761302,6202.420410140482,584.4404973357016,584.4404973357016,46.512,1371.7189684800003,11714.6577633708,1103.84655612,1103.84655612,52.700064,1834.2784953453065,3093.0535691628934,1941.8079962306679,291.4516648617592,0.0,127.01847761184847,5840.1859221657705,5840.1859221657705,751.6825061372141,24.001124063986907,24.000831035183932,23.99802298788045,23.999495012449827,24.005643292676687,24.0,24.0,24.0,24.0,24.0,140417.50094060227,6385.181884996699,52065.36090347893,4916.401522734271,4916.3615100206625,399.3101203628063,28819.164877208405,0.27928378107995055,50.52118949000568,25.841831711279394,82612.89916217006,0.8127293219680534,50.52118949000568,26.21034123654861,11613.712715458583,0.10707867329306833,50.52118949000568,24.581410285691792,12983.039461964721,0.12171759214469005,50.52118949000568,25.010558390193047,7124.119712978593,0.06423421629230891,50.52118949000568,23.995727490034067,1.3850435847780713,50.09166666666667,15740301.554223245,84250500.56436136,1179428.5714285716 
 01/06  12:00:00,-9.0,196.2748643761302,6202.420410140482,584.4404973357016,584.4404973357016,46.512,1371.7189684800003,11714.6577633708,1103.84655612,1103.84655612,52.700064,1834.2784953453065,3093.0535691628934,1941.8079962306679,291.4516648617592,0.0,129.37894705092404,5880.070837672498,5880.070837672498,756.8160384960076,23.99905523910252,23.999780932499757,24.00001816562057,23.9998513411366,24.003329443106907,24.0,24.0,24.0,24.0,24.0,136471.76524586283,6137.965682052838,50049.75685032357,4725.870398300165,4726.0773055933905,384.0126756887248,28480.665028615877,0.2954460369294847,49.14228605168626,26.084924547986166,80018.63988430655,0.8375725763513563,49.14228605168626,26.29122516892804,11252.995743313777,0.10973901300221288,49.14228605168626,24.615267683783614,12601.314612219769,0.12520949027998854,49.14228605168626,25.070059693962786,6817.559667913937,0.06487230453362325,49.14228605168626,24.005643292676698,1.4328394210966657,48.724999999999994,15677348.377639784,81883059.1475177,1179428.5714285716 
 01/06  12:10:00,-8.833333333333334,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,131.44351612442944,5912.793981308824,5912.793981308824,761.0277890670872,24.00058844046481,23.998714809486057,23.999689331141212,23.998944325945835,23.979622388544023,24.0,24.0,24.0,24.0,24.0,171525.9459393848,6107.074929544456,49801.41796430516,4702.930759942908,4702.9033394448115,382.1537095874831,27601.64431377986,0.2915670955255965,48.60024951068043,25.956655621191082,74146.4901734372,0.7772389585633348,48.60024951068043,25.781862089208325,10209.046369158343,0.10092663771567154,48.60024951068043,24.40510146599983,11874.292291070558,0.11972222178166234,48.60024951068043,24.876579195989024,42570.396201757845,0.7895278505862608,48.60024951068043,35.7032361247336,2.078982764172526,48.55416666666667,21972400.568387154,102915567.56363088,1179428.5714285716 
 01/06  12:20:00,-8.666666666666668,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,133.21148550271155,5938.007328592508,5938.007328592508,764.2729640759572,24.001775624996732,23.999445312137926,23.998911901361762,24.00000546534243,23.98170986279326,24.0,24.0,24.0,24.0,24.0,162499.61687958628,6076.9221738051165,49555.49811848572,4679.883196481985,4679.77328165151,380.00564853307543,27172.76970885134,0.2883346443556897,48.418798783895696,25.876937999025476,72459.0165792195,0.7612682950312115,48.418798783895696,25.65171660195222,9872.3312480741,0.09810002677470546,48.418798783895696,24.347292038082415,11563.072474504552,0.11706172796429207,48.418798783895696,24.791667207976147,42304.65302758289,0.7895278505862608,48.418798783895696,35.6021829865024,2.0542925447121596,48.38333333333333,21968652.17664054,97499770.12775177,1179428.5714285716 
 01/06  12:30:00,-8.5,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,134.68734727178617,5955.323943978894,5955.323943978894,766.50176155496,23.999227087015175,23.99883982793891,23.999462546786756,23.999638501230784,24.016198523658144,24.0,24.0,24.0,24.0,24.0,160350.4335103561,6046.7105499715235,49313.25968144806,4656.840357228139,4656.994148466253,378.0901862888095,26801.980772670973,0.28574868341976417,48.24798526605704,25.812323466367758,71051.14830069481,0.74884666783956,48.24798526605704,25.55276348551155,9602.91974047611,0.0959385007610255,48.24798526605704,24.30564474973269,11284.305626695386,0.11473379587409308,48.24798526605704,24.72243937985488,42087.885456213204,0.8167529488823387,48.24798526605704,35.921972103144775,2.0620205967767813,48.2125,21969849.934365675,96210260.10621366,1179428.5714285716 
 01/06  12:40:00,-8.333333333333334,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,129.81592523481504,5670.006087867841,5670.006087867841,729.7788818195808,24.000362528497092,23.999565541205673,23.998362054936173,23.99806742533018,24.007965353576388,24.0,24.0,24.0,24.0,24.0,158485.58221020486,6015.775686031906,49066.5769691616,4633.893496006276,4633.918713564226,376.55164053218914,26571.363749678105,0.2851021931857828,48.07710813596699,25.783874461008434,70036.64818090994,0.7417485951586164,48.07710813596699,25.491676094406127,9427.03935179065,0.09477460213827477,48.07710813596699,24.284440835870537,11120.267059082631,0.11373611069257923,48.07710813596699,24.689994501466792,41801.1487772381,0.8439780471784166,48.07710813596699,36.22987735045899,2.0793395483536696,48.04166666666667,21961953.635308426,95091349.32612291,1179428.5714285716 
 01/06  12:50:00,-8.166666666666666,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,124.82350269510745,5382.471941883861,5382.471941883861,692.770746545744,24.00077132563249,23.999856209660265,24.00000068693872,24.000047914588183,24.01906000955008,24.0,24.0,24.0,24.0,24.0,156747.53918592157,5985.488945743404,48814.71997437649,4609.846614376608,4609.80438847644,374.5155691867781,26292.349192724596,0.2838092127178201,47.90618674780368,25.74636638330796,69020.63254076897,0.7346505224776726,47.90618674780368,25.43316478727662,9329.830456592119,0.09444205967463169,47.90618674780368,24.275756195129674,11028.091395134996,0.11356982982899358,47.90618674780368,24.678780569544312,41578.37692792419,0.8712031454744946,47.90618674780368,36.49025325076855,2.0976747701736125,47.87083333333333,21914222.849033214,94048523.51155294,1179428.5714285716 
 01/06  13:00:00,-8.0,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,119.77406889451778,4806.806249543963,4806.806249543963,618.6775756039224,23.998876141285233,23.99905595189618,24.000870202152253,24.001961246045106,23.978141365321527,24.0,24.0,24.0,24.0,24.0,154958.30871809082,5955.030864653906,48562.1712156938,4586.189320583955,4586.196089175734,372.7042332960099,26059.506983873292,0.2831627224838387,47.73515433533996,25.721253634595364,68138.43721051885,0.7293269679669648,47.73515433533996,25.387251044793317,9338.667200051384,0.09527341583373936,47.73515433533996,24.288544863361526,11046.023079166443,0.11473379587409308,47.73515433533996,24.70581540614963,41261.55821879073,0.8712031454744946,47.73515433533996,36.40611519228402,2.0937000476331304,47.7,21974789.39940349,92974985.2308545,1179428.5714285716 
 01/06  13:10:00,-7.833333333333334,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,114.73027718519896,4538.8823070658655,4538.882307065867,584.1934442599028,23.9986181239454,23.999791321815803,24.000553178460173,24.0004410093898,23.983306491456393,24.0,24.0,24.0,24.0,24.0,153146.42129291932,5924.110887525354,48309.954050767796,4562.609473584055,4562.7658464989945,370.2964047858566,25652.0064774852,0.2799302713139319,47.564757683286025,25.644689404961603,67264.01709939021,0.7240034134562571,47.564757683286025,25.34124970257214,9195.615138051835,0.09444205967463169,47.564757683286025,24.27388489554622,10896.74524476288,0.11390239155616488,47.564757683286025,24.68062898508205,41036.24471615948,0.8712031454744946,47.564757683286025,36.29749023925469,2.08348128147548,47.52916666666667,21973206.53958821,91887852.77575159,1179428.5714285716 
 01/06  13:20:00,-7.666666666666667,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,109.7518991513007,4282.51204908472,4282.51204908472,551.196372542348,23.999291663219243,23.998779930304742,23.99939549251587,24.000984757703737,23.958950414291927,24.0,24.0,24.0,24.0,24.0,151186.1329289961,5893.470187356402,48060.073003300415,4538.860098889653,4538.844021705728,368.42833662780134,25242.585010344446,0.2766978201440251,47.39363330762561,25.57125541747749,66255.97662309554,0.7169053407753134,47.39363330762561,25.286255850218005,9053.594237296586,0.09361070351552403,47.39363330762561,24.258633535489814,10777.02611367794,0.11340354896540794,47.39363330762561,24.661181900886092,40730.76324458031,0.8712031454744946,47.39363330762561,36.21014995072217,2.071820558874765,47.358333333333334,21971402.099707708,90711679.75739767,1179428.5714285716 
 01/06  13:30:00,-7.5,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,104.89430105634818,4042.536248507683,4042.536248507683,520.3094099280162,23.998506694940076,23.999025054279933,23.999381324719913,24.00106807536504,23.94926404300973,24.0,24.0,24.0,24.0,24.0,149519.18532719713,5862.982749232829,47807.54638534946,4514.9907430805215,4515.21854166203,366.2203168531812,24833.35405884501,0.2734653689741182,47.2229346728416,25.500396289521852,65517.30463358231,0.7133563044348415,47.2229346728416,25.253086913129177,8927.948879269392,0.09294561858823788,47.2229346728416,24.245565522083368,10643.28653327697,0.11273842551106539,47.2229346728416,24.6399511406231,40477.76947124378,0.8712031454744946,47.2229346728416,36.108825287438584,2.063708862982758,47.1875,21970143.78703822,89711511.19631828,1179428.5714285716 
 01/06  13:40:00,-7.333333333333333,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,94.93814844051988,3544.6695661947597,3544.6695661947588,456.2296564527382,24.001072062809502,24.000662317470006,23.999069588214375,23.998677671944368,23.92613361467637,24.0,24.0,24.0,24.0,24.0,148087.41912302023,5832.2064531309525,47556.93221488285,4491.285798209523,4491.527579979798,364.1824085706865,24516.402469069395,0.2715258982721741,47.05176429769567,25.453116205851295,64776.33944952793,0.7098072680943697,47.05176429769567,25.22159792857838,8877.039011425757,0.09311188982005941,47.05176429769567,24.246029349894464,10592.120739708105,0.11307098723823666,47.05176429769567,24.643262354779935,40198.358934225995,0.8712031454744946,47.05176429769567,36.014283161505226,2.0587191888993344,47.016666666666666,21969366.308146924,88852451.47381213,1179428.5714285716 
 01/06  13:50:00,-7.166666666666667,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,85.4077403144042,3004.1418140778433,3004.1418140778433,386.6590514073644,23.999552641017846,23.999332332694866,24.000839741748837,23.998380579600223,23.906494495312966,24.0,24.0,24.0,24.0,24.0,146601.1351761294,5802.037959118306,47308.43648701759,4467.538698254276,4467.48251793213,361.9876876087669,24107.074968283592,0.2682934471022673,46.88101223414638,25.386921084531217,63906.12235466009,0.7044837135836619,46.88101223414638,25.18119168636802,8899.980803746308,0.09410951721098862,46.88101223414638,24.258535111983566,10622.641691964736,0.1144012341469218,46.88101223414638,24.669074040811115,39943.03498970259,0.8712031454744946,46.88101223414638,35.91354718139485,2.0524910575183344,46.84583333333333,21968397.54131414,87960681.10567765,1179428.5714285716 
 01/06  14:00:00,-7.0,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,76.33852057927007,2228.097621243556,2228.0976212435567,286.77543118580854,24.00079060928181,24.000615357191936,23.999409561721396,23.998428273093733,23.876951134682635,24.0,24.0,24.0,24.0,24.0,145833.57759194248,5771.09438878912,47055.44203232801,4444.090532225049,4443.73800179965,359.83373829407424,23838.21217313552,0.26700046663430455,46.70969851917029,25.35222614410938,63432.12366120984,0.7044837135836619,46.70969851917029,25.170651375861404,9007.508601530328,0.09610477199284705,46.70969851917029,24.28906264121778,10755.09823483186,0.11706172796429207,46.70969851917029,24.73172510257001,39680.67034482493,0.8712031454744946,46.70969851917029,35.81418363586249,2.0558538256496,46.675,21968905.472154167,87500146.55516548,1179428.5714285716 
 01/06  14:10:00,-6.833333333333334,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,67.74585097127866,1711.3898310612035,1711.3898310612035,220.27066016580937,22.128497150359195,22.715979729960708,22.18121346281099,21.85408162809624,18.003388713045187,18.000000000000004,18.000000000000004,18.000000000000004,18.000000000000004,18.000000000000004,21064.29380844331,5450.33097906863,45193.75054494683,4202.907629028407,4163.589297880909,296.02457564619897,0.0,0.0,46.63225947474812,46.63225947474812,0.0,0.0,46.63225947474812,46.63225947474812,0.0,0.0,46.63225947474812,46.63225947474812,0.0,0.0,46.63225947474812,46.63225947474812,29896.106735582212,0.2590000171494854,46.63225947474812,19.165632752771813,0.2590000171494854,46.504166666666656,21613696.466829393,12638576.285065988,1179428.5714285716 
 01/06  14:20:00,-6.666666666666667,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,59.62320347852461,1089.755391247647,1089.755391247647,140.26091547467178,20.89710148205526,21.762276830130805,20.917929731602772,20.357910270060973,18.000701031517863,18.0,18.0,18.0,18.0,18.0,25413.411041558495,5179.942324576287,43468.44283810115,3992.237413118839,3918.7892896334397,287.23580253202374,0.0,0.0,46.527172474979956,46.527172474979956,0.0,0.0,46.527172474979956,46.527172474979956,0.0,0.0,46.527172474979956,46.527172474979956,0.0,0.0,46.527172474979956,46.527172474979956,30621.669945518825,0.2613503088383265,46.527172474979956,18.49867790492505,0.2613503088383265,46.333333333333336,21614128.94858924,15248046.624935096,1179428.5714285716 
 01/06  14:30:00,-6.5,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,51.940645644774904,536.1877347009872,536.1877347009872,69.01195625356138,19.918065446375792,20.95280512796659,19.92006640287586,19.189159240123026,18.00136072299249,18.0,18.0,18.0,18.0,18.0,27587.55810874356,4977.811825085822,42080.2397644226,3833.3506001274686,3736.2281454182016,285.30527126433,0.0,0.0,46.39133843498998,46.39133843498998,0.0,0.0,46.39133843498998,46.39133843498998,0.0,0.0,46.39133843498998,46.39133843498998,0.0,0.0,46.39133843498998,46.39133843498998,30504.53796007644,0.2616161789388741,46.39133843498998,18.49831679789879,0.2616161789388741,46.1625,21641538.59141644,16552534.865246134,1179428.5714285716 
 01/06  14:40:00,-6.333333333333334,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,45.36149719643675,502.1673702251513,502.1673702251513,64.63324812814304,19.139468211954323,20.301243161235384,19.16407230093123,18.347057066181605,18.003099322323997,18.0,18.0,18.0,18.0,18.0,29232.3066200365,4799.354795146265,40824.25388596917,3697.4521794940397,3581.216271578686,283.366894017173,0.0,0.0,46.23852778061321,46.23852778061321,0.0,0.0,46.23852778061321,46.23852778061321,0.0,0.0,46.23852778061321,46.23852778061321,580.320923373154,0.004946855691672854,46.23852778061321,39.22271235934698,30386.057464013677,0.26204157109975035,46.23852778061321,18.498698041257143,0.2669884267914232,45.99166666666666,21658976.426905118,17539383.9720219,1179428.5714285716 
 01/06  14:50:00,-6.166666666666666,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,38.782348748098606,468.3395576640509,468.339557664051,60.279323108720014,18.522104507876072,19.790264098739407,18.5825056823945,18.002355736020778,17.995614034750822,18.000000000000014,18.000000000000014,18.000000000000014,18.000000000000014,18.000000000000014,31020.321752171778,4653.293476277205,39791.74225422868,3588.945963186049,3482.0789435359948,281.38265713098036,0.0,0.0,46.072509869489664,46.072509869489664,0.0,0.0,46.072509869489664,46.072509869489664,0.0,0.0,46.072509869489664,46.072509869489664,1917.1184032300916,0.016353549724415013,46.072509869489664,18.118042275161045,30227.32479144774,0.2621833684867092,46.072509869489664,18.492312247965874,0.27853691821112425,45.82083333333337,21616945.43241653,18612193.05130305,1179428.5714285718 
 01/06  15:00:00,-6.0,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,0.0,0.0,0.0,0.0,18.090278950992804,19.37380888182113,18.12813338212024,17.99990474228774,17.988494308538264,18.0,18.0,18.0,18.0,18.0,33845.54213700986,4534.230004087259,38942.89129062867,3501.051875178492,3441.5854359666823,279.4149602563139,1390.5715037829336,0.012020677788091044,45.89639455964969,32.05944388912803,0.0,0.0,45.89639455964969,45.89639455964969,220.32635676190986,0.001909521177950437,45.89639455964969,32.09515808717472,2972.001203612497,0.025482542344499662,45.89639455964969,18.0011908521923,30070.73158012371,0.26246696326062646,45.89639455964969,18.488505265349414,0.30187970457116764,45.65,26428665.01476303,20307325.282205917,1179428.5714285716 
 01/06  15:10:00,-5.833333333333333,392.5497287522604,12404.840820280964,1168.8809946714032,1168.8809946714032,93.024,2057.5784527200003,17571.986645056197,1655.76983418,1655.76983418,79.050096,2445.704660460409,4124.0714255505245,2589.0773283075573,388.6022198156789,0.0,0.0,0.0,0.0,0.0,20.657208687707815,21.02813851269358,21.34294436021709,20.935127995143063,23.480478707136864,24.0,24.0,24.0,24.0,24.0,220722.36167778686,4852.482123414548,40350.826260138056,3821.544283206683,3769.7401082593847,334.90087966732744,33253.88989324363,0.6620059995969197,45.38130377515687,33.364293353658525,89544.07256671571,1.8171066063215866,45.38130377515687,33.592430485644435,16725.573780742212,0.340523482770503,45.38130377515687,33.63097812640384,16972.187586654127,0.3405432086233951,45.38130377515687,33.45841407316533,38756.15450023663,0.827983301929471,45.38130377515687,33.75491803799638,3.9881625992418757,45.35018970077996,27051233.2824937,132433417.0066721,1179428.5714285716 
